NO.,CLINIC NAME,CLINIC ADDRESS,E-MAIL ADDRESS,TELEPHONE NO.,LONGITUDE,LATITUDE
335,KLINIK SHARANI,"NO 20,JALAN BANGSAR UTAMA 1,BANGSAR UTAMABANGSAR59000WILAYAH PERSEKUTUAN KUALA LUMPUR",kliniksharani@yahoo.com,03-22873103,101.6777001,3.1278793
336,KLINIK SHARON,151-0-2 WISMA MUTIARA PUCHONGBT 61/4 JLN PUCHONGKUALA LUMPUR58200WILAYAH PERSEKUTUAN KUALA LUMPUR,kliniksharon02@aim.com,03-77820300,101.6583243,3.071197
337,KLINIK SINAR CERIA,G-18 MAXIM CITYLIGHTS SENTULNO.25 JALAN SENTUL PERDANASENTUL51000WILAYAH PERSEKUTUAN KUALA LUMPUR,kliniksinarceria@gmail.com,0340312500,101.6923665,3.1811942
338,KLINIK SRI,"B1-7 PLAZA DWITASIK, JALAN SRI PERMAISURIBANDAR SRI PERMAISURICHERAS56000WILAYAH PERSEKUTUAN KUALA LUMPUR",drsri@kliniksri.com.my,0328560842,101.7128453,3.0991333
339,KLINIK SRI INTAN,"303, JALAN PUDUPUDU55100WILAYAH PERSEKUTUAN KUALA LUMPUR",kliniksriintanpudu@gmail.com,0392226413,101.7119401,3.13596
340,KLINIK SRI PERMAISURI,"B1-12,PLAZA DWITASIK,OFF JALAN TASIKPERMAISURI 1,BANDAR SRI PERMAISURI,CHERAS56000WILAYAH PERSEKUTUAN KUALA LUMPUR",kliniksripermaisuri@yahoo.com,03-91713481,101.7133898,3.1017609
341,KLINIK SRI SENTOSA,"NO. 9, JALAN SRI SENTOSA 8A/133,TAMAN SRI SENTOSAKUALA LUMPUR58000WILAYAH PERSEKUTUAN KUALA LUMPUR",kliniksrisentosa@gmail.com,0377841795,101.6530088,3.0724725
342,KLINIK SURIA,"D-0-3, PUTRA MAJESTIK, JALAN KASIPILLAY,2 1/2 MILES OFF JALAN IPOJKUALA LUMPUR51200WILAYAH PERSEKUTUAN KUALA LUMPUR",markmureli@yahoo.com,03-40414667,101.684888,3.1757818
343,KLINIK T.A.R,"NO.329, JALAN TUANKU ABDUL RAHMANKUALA LUMPUR50100WILAYAH PERSEKUTUAN KUALA LUMPUR",ktar329@yahoo.com,03-26988122,101.6973642,3.1603753
344,KLINIK TAMAN TUN DR ISMAIL,NO 38 JALAN TUN MOHD FUAD TAMAN TUN DR ISMAILWILAYAH PERSEKUTUAN60000WILAYAH PERSEKUTUAN KUALA LUMPUR,hammidah@gmail.com,0377294096,101.6293123,3.1401094
345,KLINIK TAN & LEE (POLIKLINIK KUMPULAN CITY),"NO 11-G, JALAN 5/116B, KUCHAI ENTREPRENEURS' PARK,JALAN KUCHAI LAMA,KUALA LUMPUR58200WILAYAH PERSEKUTUAN KUALA LUMPUR",kliniktanlee@gmail.com,0379838299,101.6926564,3.088846
346,KLINIK TAN & MANO,"S4 RECREATION CENTRE,TECHNOLOGY PARK MALAYSIA BUKIT JALILKUALA LUMPUR57000WILAYAH PERSEKUTUAN KUALA LUMPUR",ktmano_tpm@yahoo.com,03-89964966,101.6889635,3.0480021
347,KLINIK TAN & MANO,"LG01D, LOWER GRD FLOOR, MENARA EON,288 JALAN RAJA LAUTKUALA LUMPUR50350WILAYAH PERSEKUTUAN KUALA LUMPUR",ktmano_cc@yahoo.com,03-26943195,101.6959623,3.1625295
348,KLINIK TAN & MANO,"S01, 2ND FLOOR, MAJU JUNCTION MALL,1001 JALAN SULTAN ISMAILKUALA LUMPUR50250WILAYAH PERSEKUTUAN KUALA LUMPUR",ktmano_mj@yahoo.com,03-26920428,101.6960646,3.1591052
349,KLINIK TAN & MANO,"13TH FLOOR PLAZA OSK,JALAN AMPANGKUALA LUMPUR50450WILAYAH PERSEKUTUAN KUALA LUMPUR",ktmanosk@yahoo.com,03-21662050,101.7169508,3.1610939
350,KLINIK TAN SEE KIN SDN BHD,"22, JALAN 1/1B , TAMAN INTAN BAIDURIKUALA LUMPUR52100WILAYAH PERSEKUTUAN KUALA LUMPUR",seekinnat@gmail.com,03-61366322,101.6709961,3.2477772
351,KLINIK TEH,"13, JALAN RAJA LAUT,(OPPOSITE FEDERAL CINEMA)KUALA LUMPUR50350WILAYAH PERSEKUTUAN KUALA LUMPUR",tehchengkim@gmail.com,03-40422032,101.6961107,3.1678064
352,KLINIK TEMPLER SDN SHD,"46,JLN MIDAH BESAR,TAMAN MIDAH.CHERASK.L.56000WILAYAH PERSEKUTUAN KUALA LUMPUR",baldane2000@yahoo.com,03-91313231,101.7326592,3.1013885
353,KLINIK TENAGA BARU,"NO. 12, JALAN SEMBILANG, TAMAN CHERASCHERAS56100WILAYAH PERSEKUTUAN KUALA LUMPUR",balaes57@yahoo.com.my,03-91714387,101.7257306,3.1139668
354,KLINIK TRUCARE,"G67 MAXIM CITYLIGHTS , JALAN SENTUL PASAR ,SENTUL51100WILAYAH PERSEKUTUAN KUALA LUMPUR",futuretrucare@yahoo.com,03-28575912,101.6905566,3.2079438
355,KLINIK TVS MEDICARE,"NO. 32, JALAN 3/23F, OFF JALAN LANGKAWI, TAMAN TERATAI MEWAH, SETAPAK,SETAPAK51100WILAYAH PERSEKUTUAN KUALA LUMPUR",tvsmedicare@gmail.com,03-40252920,101.7102826,3.2004999
356,KLINIK UNI-MED,"LOT 1.15, 1ST FLOOR, PLAZA BERJAYA,NO 12, JALAN IMBIKUALA LUMPUR55100WILAYAH PERSEKUTUAN KUALA LUMPUR",sstan@topfruits.com.my,03-21431093,101.713368,3.1446175
357,KLINIK UNIMED PLAZA DAMANSARA,"22G, JALAN MEDAN SETIA 2,PLAZA DAMANSARAKUALA LUMPUR50490WILAYAH PERSEKUTUAN KUALA LUMPUR",drjackwong@yahoo.com,03-20935928,101.6531107,3.1490295
358,KLINIK UNION MEDIC,"17G, JALAN 46A/26TAMAN SRI RAMPAI,SETAPAK53300WILAYAH PERSEKUTUAN KUALA LUMPUR",tomyldm@gmail.com,0341417217,101.7316198,3.1960391
359,KLINIK UNIQ,"A3-0-36, JALAN 1/152TAMAN OUG PARKLANEKUALA LUMPUR58200WILAYAH PERSEKUTUAN KUALA LUMPUR",klinikuniq@gmail.com,0377728698,101.6571684,3.0685964
360,KLINIK UTAMA,"144,JALAN BESAR,KEPONG52100WILAYAH PERSEKUTUAN KUALA LUMPUR",drkhaw@gmail.com,03-62740053,101.6377471,3.214287
361,KLINIK VICKY,"NO.18 JALAN 3/50C,TAMAN SETAPAK INDAH JAYA,JALAN GENTING KLANG,SETAPAKKUALA LUMPUR53300WILAYAH PERSEKUTUAN KUALA LUMPUR",clinicvicky@gmail.com,0340231200,101.7119462,3.1959075
362,KLINIK VIVIAN YAP & WAN,"NO 3, JALAN RADIN BAGUS 3, BANDAR BARU SRI PETALINGSRI PETALING57000WILAYAH PERSEKUTUAN KUALA LUMPUR",drvivianyap@gmail.com,010-2158831,101.6950655,3.0687541
363,KLINIK WANGSA,34G JALAN SETIAWANGSA 11ATAMAN SETIAWANGSASETIAWANGSA54200WILAYAH PERSEKUTUAN KUALA LUMPUR,klinikwangsa@yahoo.com,0340111015,101.7432381,3.178423
364,KLINIK WANGSA PERMAI,"10G,JALAN WANGSA 2/5TAMAN WANGSA PERMAIKUALA LUMPUR52200WILAYAH PERSEKUTUAN KUALA LUMPUR",shanil178@yahoo.com,03-62777364,101.7707577,3.1918512
365,KLINIK WARDA,"NO. 6, JALAN HILIR 1,TAMAN SRI ANGSANA HILIR, KG. PANDAN,KUALA LUMPUR55100WILAYAH PERSEKUTUAN KUALA LUMPUR",kwarda97@gmail.com,03-92871224,101.7440826,3.1470653
366,KLINIK WE-CARE,"NO. 4, JALAN 5/4CDESA MELAWATI, SETAPAKKUALA LUMPUR53100WILAYAH PERSEKUTUAN KUALA LUMPUR",kwecare@yahoo.com,03-41070176,101.7281799,3.2013542
367,KLINIK WE-CARE,"KLINIK WE CARENO 4, JALAN 5/4CKUALA LUMPUR53100WILAYAH PERSEKUTUAN KUALA LUMPUR",dohara2019@gmail.com,0341473000,101.7390881,3.218638
368,KLINIK WELLCARE DESA,"5-1 PUSAT PERDAGANGAN DESA JAYA, JALAN 16, TAMAN DESA JAYA,KEPONG52100WILAYAH PERSEKUTUAN KUALA LUMPUR",klinikwellcaredesa@gmail.com,03-67344557,101.6295866,3.2152849
369,KLINIK WISMA,"NO 163, 18-02, 18TH FLOOR, WISMA MCAKUALA LUMPUR50450WILAYAH PERSEKUTUAN KUALA LUMPUR",klinikwisma@yahoo.com,03-21717786,101.7166986,3.1598885
370,KLINIK WONG&SELVA,"22, JALAN 56, KEPONG BARUKUALA LUMPUR52100WILAYAH PERSEKUTUAN KUALA LUMPUR",krajalingam.kandasamy@gmail.com,03-62744493,101.6298751,3.2118933
371,KLINIK YAP & LOOI,"NO 29, JALAN KASKAS 2, TAMAN CHERAS 56100KUALA LUMPURKUALA LUMPUR56100WILAYAH PERSEKUTUAN KUALA LUMPUR",drmadhu311282@gmail.com,03-91313833,101.7416612,3.1008306
372,KLINIK YONG,"139, JALAN IMBIKUALA LUMPUR55100WILAYAH PERSEKUTUAN KUALA LUMPUR",klkyong309@gmail.com,03-21422035,101.7138174,3.1444747
373,KLINIK ZAMRUD,KLINIK ZAMRUD NO49 JALAN 46B/26 TAMAN SRI RAMPAIKUALA LUMPUR53300WILAYAH PERSEKUTUAN KUALA LUMPUR,drzamrudhashim@gmail.com,0341319347,101.7313189,3.196298
374,KLINIK ZARIF,"NO 1,LG 1,MENARA TM,JALAN PANTAI BAHARUKUALA LUMPUR50672WILAYAH PERSEKUTUAN KUALA LUMPUR",faridah_meor@yahoo.com,03-22411323,101.665866,3.1161294
375,KOH DISPENSARY,"SUITE 21.02A, LEVEL 21, MENARA CITIBANK,165, JALAN AMPANGKUALA LUMPUR50450WILAYAH PERSEKUTUAN KUALA LUMPUR",kdkl50450@yahoo.com,03-21626128,101.7172238,3.1599958
376,KUMPULAN MEDI-SYSTEMS SDN. BHD.,"514, 3 1/4 MILE, JALAN CHERAS, 56100WP KUALA LUMPURCHERAS56100WILAYAH PERSEKUTUAN KUALA LUMPUR",kumpulanmsystems@gmail.com,03-92848569,101.7398849,3.0925056
377,KUMPULAN MEDIC,"MEZZANINE FLOOR ,BANGUNAN KWSP,NO 5,JALAN RAJA LAUTKUALA LUMPUR50350WILAYAH PERSEKUTUAN KUALA LUMPUR",kwsp@qualitas.com.my,03-26921952,101.6949988,3.1538604
378,KUMPULAN MEDIC,"5TH FLOOR, WISMA BOUSTEAD71 JALAN RAJA CHULANKUALA LUMPUR50200WILAYAH PERSEKUTUAN KUALA LUMPUR",kmbo@qualitas.com.my,03-20224141,101.7087289,3.150176
379,KUMPULAN MEDIC,"GROUND FLOOR BANGUNAN GHEE HONG, 47 JALAN AMPANG, KUALA LUMPURWP KUALA LUMPUR50450WILAYAH PERSEKUTUAN KUALA LUMPUR",kmja@qualitas.com.my,03-20781532,101.6980301,3.15128
380,LA JUNG CLINIC,"LEVEL 4A-1, LEVEL 4A, SHOPPES AT FOUR SEASONS PLACE- KLNO 145, JALAN AMPANGKUALA LUMPUR50450WILAYAH PERSEKUTUAN KUALA LUMPUR",emily.khor@lajung.com.my,0328567616,101.7137285,3.158119
381,LAURENT BLEU CLINIC,"UCSI UNIVERSITY, NORTH WING CAMPUS, JALAN CHOO LIP KUNG,TAMAN TAYNTON VIEW, 56000 CHERAS, KUALA LUMPURKUALA LUMPUR56000WILAYAH PERSEKUTUAN KUALA LUMPUR",margaretflori@laurentbleu.com,03-91018880,101.736775,3.085258
382,MAHAMERU INTERNATIONAL MEDICAL  CENTRE,"107 & 109, JALAN MAAROF, 59000 BANGSARKUALA LUMPUR59000WILAYAH PERSEKUTUAN KUALA LUMPUR",inquire@heartscan.com.my,03-22870988,101.672775,3.134022
383,MEDI-KLINIK WONG ZUL & RAKAN-RAKAN,"63A JALAN DESA BAKTI, TAMAN DESAKUALA LUMPUR58100WILAYAH PERSEKUTUAN KUALA LUMPUR",mediklinik@yahoo.com,03-79805237,101.6830079,3.1034027
384,MEDIC CLINIC,"UNIT NO.1-8,LEVEL 1,PLAZA MENJALARA,NO 1,JALAN MENJALARA IDAMANBANDAR MENJALARA,KEPONG52200WILAYAH PERSEKUTUAN KUALA LUMPUR",medic.clinic18@gmail.com,03-62616609,101.6298211,3.1942268
385,MEDIC DAMANSARA,"32G, JALAN TANJUNG SD 13/1BANDAR SRI DAMANSARAKL52200WILAYAH PERSEKUTUAN KUALA LUMPUR",medicdamansara@hotmail.com,03-62802551,101.6056598,3.187123
386,MEDIVIRON PANTAI DALAM,"25 JALAN PANTAI MURNI 6, PANTAI DALAM,KUALA LUMPUR59200WILAYAH PERSEKUTUAN KUALA LUMPUR",mediviron_pantai@yahoo.com,03-22415678,101.6652161,3.1037359
387,MERIDIAN MEDICAL CLINIC,"SUITE 12-05,LEVEL 12,WISMA GOLDHILL,NO-67 JALAN RAJACHULANKUALA LUMPUR50200WILAYAH PERSEKUTUAN KUALA LUMPUR",meridiangoldhill@gmail.com,03-27131345,101.7083867,3.1502869
388,MILLENNIUM CLINIC KL,"LOT 3-22A, KL ECO CITY MALL, LEVEL 3BANGSARKUALA LUMPUR59200WILAYAH PERSEKUTUAN KUALA LUMPUR",hello@millenniumclinickl.com,0192033010,101.674188,3.1193536
389,O2 KLINIK,"NO.39 GROUND FLOOR, JALAN SERI BINTANG 2, TAMAN SRI BINTANG,KUALA LUMPUR52100WILAYAH PERSEKUTUAN KUALA LUMPUR",Infoseribintang@o2klinik.com,0166623345,101.6434753,3.1869863
390,O2 KLINIK MELAWATI,"NO. 270, JALAN BANDAR 12,TAMAN MELAWATI,MELAWATI53100WILAYAH PERSEKUTUAN KUALA LUMPUR",o2clinicmelawati@gmail.com,0102653345,101.7473249,3.2094502
391,O2 KLINIK SIGNATURE,"NO 2 ,JALAN TELAWI,BANGSAR BARUBANGSAR BARUKUALA LUMPUR59100WILAYAH PERSEKUTUAN KUALA LUMPUR",infobangsar@o2klinik.com,0328568794,101.6706747,3.132724
392,O2 KLINIK SIGNATURE DESA PARK,"E-G-9,PLAZA ARKADIA ,NO.3 JALAN INTISARI PERDANA,DESA PARKCITYWILAYAH PERSEKATUAN52200WILAYAH PERSEKUTUAN KUALA LUMPUR",infodesapark@o2klinik.com,0327327988,101.6350255,3.1857767
393,O2 KLINIK SRI PETALING,NO 8-G JALAN RADIN ANUM BANDAR BARU SRI PETALINGBANDAR BARU SRI PETALINGWILAYAH PERSEKUTUAN57000WILAYAH PERSEKUTUAN KUALA LUMPUR,infosripetaling@o2klinik.com,0390559595,101.6901385,3.0676491
394,PEARL'S CLINC OF CARE,"A-0-5, BLOK A, PLAZ DAMASNO. 60, JALAN SRI HARTAMAS 1KL50480WILAYAH PERSEKUTUAN KUALA LUMPUR",pearleong@gmail.com,0362032837,101.6568137,3.1640033
395,PERKASA,94 JALAN 4/91TAMAN SHAMELIN PERKASACHERAS56100WILAYAH PERSEKUTUAN KUALA LUMPUR,klinik_perkasa@ymail.com,03-9281154,101.7367941,3.1231753
396,PLUX HEALTH CLINIC,"LEVEL 1, MENARA MIDF,82, JALAN RAJA CHULAN,KUALA LUMPUR50200WILAYAH PERSEKUTUAN KUALA LUMPUR",drrifai@pluxhealth.com,0320222696,101.7081963,3.1507858
397,POKLINIK SEGAMBUT,201 JALAN SEGAMBUTKUALA LUMPUR51200WILAYAH PERSEKUTUAN KUALA LUMPUR,polikliniksegambut@gmail.com,03-62570066,101.676776,3.182713
398,POLIKLINIK & SURGERI KONG,"21, JALAN 13, DESA JAYA,KEPONG52100WILAYAH PERSEKUTUAN KUALA LUMPUR",klinik_kong@yahoo.com,03-62769759,101.6284229,3.2162356
399,POLIKLINIK AIMAN,"NO. 20,GROUND FLOOR ,FLAT PKNS 17 TINGKAT,JALAN KERINCI ,KG. KERINCIKUALA LUMPUR59200WILAYAH PERSEKUTUAN KUALA LUMPUR",poliklinikaiman@gmail.com,03 79577978,101.6629099,3.112261
400,POLIKLINIK AMALMEDIK,5439 JALAN J9TAMAN MELAWATIKUALA LUMPUR53100WILAYAH PERSEKUTUAN KUALA LUMPUR,drshafizclinic@gmail.com,0341012624,101.7543775,3.2126365
401,POLIKLINIK AN-NISA,"JALAN TASIK UTAMA 8,MEDAN NIAGA TASIK DAMAISUNGAI BESISUNGAI BESI57000WILAYAH PERSEKUTUAN KUALA LUMPUR",annisasungaibesi@gmail.com,0183658252,101.710077,3.0609757
402,POLIKLINIK AN-NISA' WAKAF CHE YEH,"SPEEDOC (M) SDN BHDL-2-1 (SUITE 3.11) PLAZA DAMAS, 60 JALAN SRI HARTAMAS 1KUALA LUMPUR50480WILAYAH PERSEKUTUAN KUALA LUMPUR",dr.dlymie@gmail.com,0142121821,101.6566886,3.1640775
403,POLIKLINIK ANAND DAN SURGERI,"47 & 47A,JALAN PERDANA 6/4,PANDAN PERDANA,WILAYAH PERSEKUTUAN55300WILAYAH PERSEKUTUAN KUALA LUMPUR",anandan.supra71@gmail.com,03-92870507,101.743515,3.113386
404,POLIKLINIK AVICENNA,"UNIT L3-23A, THIRD FLOOR TERMINAL BERSEPADU SELATANBANDAR TASIK SELATANKUALA LUMPUR57100WILAYAH PERSEKUTUAN KUALA LUMPUR",amgpav@gmail.com,014-5012107,101.7110798,3.0780526
405,POLIKLINIK BALJIT,"2-37A,JALAN DESA 1/1,DESA AMAN PURI,KEPONGKUALA LUMPUR52100WILAYAH PERSEKUTUAN KUALA LUMPUR",drbsc@tm.net.my,03-62773352,101.6156199,3.2109579
406,POLIKLINIK BANGSAR,"28, JALAN TELAWI BANGSAR BARUBANGSAR BARU59100WILAYAH PERSEKUTUAN KUALA LUMPUR",jsmanocha@gmail.com,03-22823753,101.6706635,3.1318113
407,POLIKLINIK CAHAYA,NO 17 JALAN PANDAN PERDANA4/5 PANDAN PERDANACHERAS55300WILAYAH PERSEKUTUAN KUALA LUMPUR,cahayaclinicperdana@yahoo.com,03-92001707,101.7697943,3.1340735
408,POLIKLINIK CAHAYA,"NO.74, JALAN PADANG BELIAOFF JALAN TUN SAMBANTHAN 4KUALA LUMPUR50470WILAYAH PERSEKUTUAN KUALA LUMPUR",poliklinikcahayabrickfields@yahoo.com.my,0322743810,101.6900639,3.1333743
409,POLIKLINIK CAHAYA PANDAN SDN BHD,"NO.15 JALAN 2/76C,DESA PANDANKUALA LUMPUR55100WILAYAH PERSEKUTUAN KUALA LUMPUR",adminpandan@cahayaclinics.com,0392829974,101.7373432,3.14701
410,POLIKLINIK CAHAYA SDN BHD,NO 45 JALAN 34/154TAMAN DELIMACHERAS56000WILAYAH PERSEKUTUAN KUALA LUMPUR,amy@cahayaclinics.com,03-91019894,101.7469471,3.0576016
411,POLIKLINIK CENTRAL,"RETAIL 3.A-0-2(B), GROUND FLOORBINTANG FAIRLANE RESIDENCE, NO.23, JALAN PADANG WALTER GRENIER,BUKIT BINTANG / JALAN IMBI AREA KUALA LUMPUR.55100WILAYAH PERSEKUTUAN KUALA LUMPUR",medicshan@yahoo.co.uk,03-21443204,101.7125673,3.1450878
412,POLIKLINIK CENTRAL & SURGERI SDN BHD,NO. 20 JALAN SURIA SETAPAKGOMBAKKUALA LUMPUR53000WILAYAH PERSEKUTUAN KUALA LUMPUR,nieza@qualitas.com.my,0340234390,101.702093,3.205346
413,POLIKLINIK CHANDRAN,"NO.25,JLN MANIS 4,TMN SEGAR,CHERAS56100WILAYAH PERSEKUTUAN KUALA LUMPUR",drchandran1955@gmail.com,03-91335955,101.7432066,3.088996
414,POLIKLINIK CONNAUGHT DAN SURGERI,NO 23 JALAN CERDAS SATUTAMAN CONNAUGHTKUALA LUMPUR56000WILAYAH PERSEKUTUAN KUALA LUMPUR,23polcontc@gmail.com,03-91015196,101.7384498,3.0815261
415,POLIKLINIK DAMAI,"B.01 (BASEMENT), JAKEL SQUARE, SIGNATURE BJALAN MUNSHI ABDULLAHKUALA LUMPUR50100WILAYAH PERSEKUTUAN KUALA LUMPUR",geethabde@drmanigroup.com,03-26023320,101.6995101,3.1537004
416,POLIKLINIK DAN PEMBEDAHAN BANDAR,12-A GROUND FLOOR ALPHA COMPLEX JALAN 1/47B 4TH MILE OFF JALAN IPOHKUALA LUMPURKUALA LUMPUR51200WILAYAH PERSEKUTUAN KUALA LUMPUR,drgernal@hotmail.com,03-62578845,101.6800301,3.1936021
417,POLIKLINIK DAN PEMBEDAHAN PETERS,45 JALAN CHOW KITKUALA LUMPUR50350WILAYAH PERSEKUTUAN KUALA LUMPUR,poliklinikpeters@gmail.com,0340428636,101.6966085,3.166622
418,POLIKLINIK DAN SURGERI KHOR,"9G,JALAN PANDAN INDAH 4/1, PANDAN INDAHPANDAN INDAH55100WILAYAH PERSEKUTUAN KUALA LUMPUR",ykkhor9090@gmail.com,0342977718,101.7441702,3.1316562
419,POLIKLINIK DAN SURGERI KOW & GOH,"SSG-9,SRI SAUJANA APT,JALAN WANGSA PERMAI,WANGSA PERMAI,KEPONGKEPONG52200WILAYAH PERSEKUTUAN KUALA LUMPUR",kochekow@hotmail.com,03-62773841,101.6105016,3.2100758
420,POLIKLINIK DAN SURGERI REN AI,"3-57A, GROUND FLOOR,JALAN DESA 2/1, DESA AMAN PURIKEPONG52100WILAYAH PERSEKUTUAN KUALA LUMPUR",klinikrenai@gmail.com,03-62775664,101.6160507,3.2105635
421,POLIKLINIK DAN SURGERI RIITWIKA,"69, OG BUSINESS PARK, JALAN TAMAN TAN YEW LAIKUALA LUMPUR58200WILAYAH PERSEKUTUAN KUALA LUMPUR",drsarves9580@gmail.com,03-77727482,101.662596,3.0736396
422,POLIKLINIK DAN SURGERI TIANG,"NO. 7G, JALAN PERDANA 4/3.PANDAN PERDANACHERAS55300WILAYAH PERSEKUTUAN KUALA LUMPUR",klbabe70@gmail.com,03-92008468,101.7425877,3.1200941
423,POLIKLINIK DESILVA,"NO.7,JALAN PERDANA 4/5,PANDAN PERDANACHERASKUALA LUMPUR55300WILAYAH PERSEKUTUAN KUALA LUMPUR",desilva24hrs@yahoo.com,03-92821721,101.7431754,3.1198627
424,POLIKLINIK DHALIWAL,"35, JALAN SELIMANG, TAMAN TENAGA, BATU 3 1/2, JALAN CHERAS,KUALA LUMPUR56000WILAYAH PERSEKUTUAN KUALA LUMPUR",POLIKLINIK.DHALIWAL@YAHOO.COM,03-91714789,101.7325636,3.1045269
425,POLIKLINIK DR AZHAR DAN RAKAN-RAKAN,"NO.4 BLOK P20-0-14, TAMAN BUKIT ANGKASAPANTAI DALAMWP59200WILAYAH PERSEKUTUAN KUALA LUMPUR",pdarp.dalam@gmail.com,0322820199,101.6688783,3.1095957
426,POLIKLINIK DR NORLIZA,"POLIKLINIK DR NORLIZA207,JALAN NEGARA 2,TAMAN MELAWATIKUALA LUMPUR53100WILAYAH PERSEKUTUAN KUALA LUMPUR",norliza63@yahoo.com,03-41064080,101.7498802,3.20888
427,POLIKLINIK DR.AZHAR DAN RAKAN-RAKAN,"NO.29, JALAN 46A/26,TAMAN SRI RAMPAISETAPAK53300WILAYAH PERSEKUTUAN KUALA LUMPUR",pdarsrirampai@yahoo.com,03-41424934,101.7314282,3.1957735
428,POLIKLINIK FAMILI MEDIC,"NO.542, JALAN RIANG 11,HAPPY GARDEN,OFF JALAN KUCHAI LAMAKUALA LUMPUR58200WILAYAH PERSEKUTUAN KUALA LUMPUR",drmsuresh@hotmail.com,03-79812345,101.6822801,3.08373
429,POLIKLINIK GOMEZ,"BLOCK A07/G, GARDEN CITY BUSINESS CENTRE, JALAN DAGANG UTAMATAMAN DAGANGAMPANG68000WILAYAH PERSEKUTUAN KUALA LUMPUR",pkgomez.ampang1@gmail.com,03-42703628,101.7564982,3.1462793
430,POLIKLINIK GOMEZ,"SUITE D1-18, TOWER D,GROUND FLOOR,WISMA PLAZA PANTAINO.5, JALAN 4/83A, OFF JALAN PANTAI BARUKUALA LUMPUR59200WILAYAH PERSEKUTUAN KUALA LUMPUR",pkgomez.wismaplazapantai@gmail.com,03-22828985,101.7127455,3.1385629
431,POLIKLINIK HAKIM,"NO 2A, JALAN KAMPUNG BATU MUDA TAMBAHAN 5KAMPUNG BATU MUDA TAMBAHAN,KUALA LUMPUR51100WILAYAH PERSEKUTUAN KUALA LUMPUR",poliklinikhakim@gmail.com,03 61782935,101.6751981,3.2030546
432,POLIKLINIK HARTAMAS,"44-GROUND FLOOR, JLN 27/70A, DESA SRI HARTAMASKUALA LUMPUR50480WILAYAH PERSEKUTUAN KUALA LUMPUR",poliklinikhartamas@yahoo.com.my,03-62063818,101.6770349,3.096512
433,POLIKLINIK KELUARGA,"NO 678, JALAN SENTULKUALA LUMPUR52200WILAYAH PERSEKUTUAN KUALA LUMPUR",poliklinikkeluarga@yahoo.com,0340513211,101.692811,3.1758327
434,POLIKLINIK KEPONG BARU,"54,JALAN AMBONG KIRI SATU,KEPONG BARUKL52100WILAYAH PERSEKUTUAN KUALA LUMPUR",pkkepong@hotmail.com,03-62521871,101.6461034,3.2092784
435,POLIKLINIK KONG,"297, JALAN TUN RAZAKPUDU50400WILAYAH PERSEKUTUAN KUALA LUMPUR",drkfkong@hotmail.com,03-92846813,101.7182596,3.1341627
436,POLIKLINIK KUMPULAN CITY,"24, JALAN AWAN HIJAU, TAMAN OUG, JALAN KLANG LAMA,KUALA LUMPUR58200WILAYAH PERSEKUTUAN KUALA LUMPUR",huatteo@gmail.com,03-79805482,101.6702078,3.0815432
437,POLIKLINIK KUMPULAN CITY,"13TH FLOOR,MENARA MULTI-PURPOSE,CAPITAL SQUARE,8,JALAN MUNSHI ABDULLAH,KUALA LUMPUR50100WILAYAH PERSEKUTUAN KUALA LUMPUR",l_lyee@yahoo.com,03-26985498,101.6993128,3.155157
438,POLIKLINIK KUMPULAN CITY,"20-4,JALAN PAHANG,KUALA LUMPUR53000WILAYAH PERSEKUTUAN KUALA LUMPUR",lly_pkchq@yahoo.com,03-40426622,101.698957,3.1733123
439,POLIKLINIK KUMPULAN CITY,"50-LG1-8, LOWER GROUND FLOOR,WISMA UOA DAMANSARA, JALAN DUNGUNDAMANSARA HEIGHTS50490WILAYAH PERSEKUTUAN KUALA LUMPUR",chicping@eyeoh.net,03-20945545,101.6660061,3.1517288
440,POLIKLINIK KUMPULAN CITY,"NO 26 GROUND FLOOR JALAN RADIN ANUM,BANDAR BARU SRI PETALING,SRI PETALING57000WILAYAH PERSEKUTUAN KUALA LUMPUR",pkcsripetaling@yahoo.com.my,03-90549662,101.6905052,3.0691716
441,POLIKLINIK KUMPULAN CITY (DR CHAI DAN RAKAN RAKAN),"NO. 11, PLAZA DANAU 2,JALAN 2/109F,TAMAN DANAU DESAKUALA LUMPUR58100WILAYAH PERSEKUTUAN KUALA LUMPUR",pkctdd@yahoo.com,03-79840828,101.6868057,3.1007377
442,POLIKLINIK KUMPULAN CITY (JALAN IPOH BATU 3),"467 ,BATU 3,JALAN IPOHKUALA LUMPUR51200WILAYAH PERSEKUTUAN KUALA LUMPUR",rishyaman@yahoo.com,03-40410582,101.6748615,3.2028147
443,POLIKLINIK LEAN,"301,JALAN TUN RAZAK,50400 WP KUALA LUMPURKUALA LUMPUR50400WILAYAH PERSEKUTUAN KUALA LUMPUR",ehlean@yahoo.com,0392843324,101.7190479,3.1626067
444,POLIKLINIK LEONG DAN HO,"36, JALAN CERDASCHERAS56000WILAYAH PERSEKUTUAN KUALA LUMPUR",hofuen@yahoo.com,03-91021108,101.7382694,3.0813718
445,POLIKLINIK LOO,"NO. A21, JALAN TUANKU SATUTAMAN SALAK SELATANKUALA LUMPUR57100WILAYAH PERSEKUTUAN KUALA LUMPUR",graciabaobei@yahoo.com,03-79827199,101.6961241,3.0837825
